31 1.2993 -0.0136306 39.9693 1.34428 1.2993 0.0135883 39.9693 8.65611 -1.29997 0.00858628 10.0097 4.83389 1.29997 -0.00756548 39.9914 5.15769
31.25 1.29927 -0.0140712 40.2941 1.34076 1.29927 0.0140276 40.2941 8.65962 -1.29997 0.00858628 9.68474 4.83603 1.29997 -0.00756171 40.3164 5.1558
31.5 1.29923 -0.0145343 40.6189 1.33713 1.29923 0.0144894 40.6189 8.66324 -1.29997 0.00858628 9.35975 4.83818 1.29997 -0.00755791 40.6414 5.15391
31.75 1.2992 -0.015022 40.9437 1.33337 1.2992 0.0149761 40.9437 8.66699 -1.29997 0.00858628 9.03475 4.84033 1.29997 -0.0075541 40.9664 5.15202
32 1.29916 -0.015537 41.2685 1.32949 1.29916 0.01549 41.2685 8.67086 -1.29997 0.00858628 8.70976 4.84247 1.29997 -0.00755027 41.2914 5.15013
32.25 1.29912 -0.0160821 41.5933 1.32547 1.29912 0.0160342 41.5933 8.67487 -1.29997 0.00858628 8.38477 4.84462 1.29997 -0.0075464 41.6163 5.14825
32.5 1.29907 -0.0166606 41.9181 1.3213 1.29907 0.0166118 41.9181 8.67902 -1.29997 0.00858628 8.05977 4.84677 1.29997 -0.00754251 41.9413 5.14636
32.75 1.29902 -0.0172762 42.2428 1.31698 1.29902 0.0172266 42.2428 8.68333 -1.29997 0.00858628 7.73478 4.84891 1.29997 -0.00753859 42.2663 5.14448
33 1.29897 -0.0179333 42.5676 1.3125 1.29897 0.017883 42.5676 8.6878 -1.29997 0.00858628 7.40979 4.85106 1.29997 -0.00753464 42.5913 5.14259
33.25 1.29891 -0.0186368 42.8923 1.30784 1.29891 0.0185858 42.8923 8.69244 -1.29997 0.00858628 7.08479 4.85321 1.29997 -0.00753064 42.9163 5.14071
33.5 1.29885 -0.0193925 43.217 1.30299 1.29885 0.0193411 43.217 8.69728 -1.29997 0.00858628 6.7598 4.85535 1.29997 -0.0075266 43.2413 5.13883
33.75 1.29878 -0.0202074 43.5417 1.29794 1.29878 0.0201555 43.5417 8.70232 -1.29997 0.00858628 6.43481 4.8575 1.29997 -0.00752252 43.5663 5.13695
34 1.2987 -0.0210894 43.8664 1.29267 1.2987 0.0210371 43.8664 8.70758 -1.29997 0.00858628 6.10982 4.85964 1.29997 -0.00751838 43.8913 5.13507
34.25 1.29861 -0.0220482 44.191 1.28716 1.29861 0.0219956 44.191 8.71308 -1.29997 0.00858628 5.78482 4.86179 1.29997 -0.00751418 44.2163 5.13319
34.5 1.29851 -0.0230953 44.5157 1.28138 1.29851 0.0230426 44.5157 8.71884 -1.29997 0.00858628 5.45983 4.86394 1.29997 -0.00750991 44.5413 5.13131
34.75 1.2984 -0.0242447 44.8403 1.27532 1.2984 0.0241918 44.8403 8.72488 -1.29997 0.00858628 5.13484 4.86608 1.29997 -0.00750556 44.8663 5.12944
35 1.29828 -0.0255135 45.1648 1.26894 1.29828 0.0254606 45.1648 8.73125 -1.29997 0.00858628 4.80984 4.86823 1.29997 -0.00750112 45.1913 5.12756
35.25 1.29814 -0.0269229 45.4894 1.26221 1.29814 0.02687 45.4894 8.73797 -1.29997 0.00858628 4.48485 4.87038 1.29997 -0.00749658 45.5163 5.12569
35.5 1.29797 -0.0284996 45.8139 1.25509 1.29797 0.0284468 45.8139 8.74508 -1.29997 0.00858628 4.15986 4.87252 1.29997 -0.00749192 45.8412 5.12381
35.75 1.29778 -0.0302774 46.1383 1.24752 1.29779 0.0302248 46.1383 8.75264 -1.29997 0.00858628 3.83487 4.87467 1.29997 -0.00748712 46.1662 5.12194
36 1.29756 -0.0323003 46.4627 1.23944 1.29756 0.032248 46.4627 8.7607 -1.29997 0.00858628 3.50987 4.87682 1.29997 -0.00748216 46.4912 5.12007
36.25 1.2973 -0.0346265 46.787 1.23079 1.2973 0.0345745 46.787 8.76934 -1.29997 0.00858628 3.18488 4.87896 1.29997 -0.007477 46.8162 5.1182
36.5 1.29698 -0.0373346 47.1113 1.22145 1.29698 0.037283 47.1113 8.77866 -1.29997 0.00858628 2.85989 4.88111 1.29997 -0.00747161 47.1412 5.11633
36.75 1.29659 -0.0405338 47.4354 1.21132 1.29659 0.0404828 47.4354 8.78878 -1.29997 0.00858628 2.53489 4.88326 1.29997 -0.00746593 47.4662 5.11447
37 1.2961 -0.0443812 47.7594 1.20022 1.2961 0.0443307 47.7594 8.79987 -1.29997 0.00858628 2.2099 4.8854 1.29997 -0.00745988 47.7912 5.1126
37.25 1.29547 -0.0491113 48.0833 1.18795 1.29547 0.0490615 48.0833 8.81213 -1.29997 0.00858628 1.88491 4.88755 1.29997 -0.00745337 48.1162 5.11074
37.5 1.29463 -0.055094 48.407 1.17417 1.29464 0.0550448 48.407 8.82589 -1.29997 0.00858628 1.55992 4.8897 1.29997 -0.00744622 48.4412 5.10888
37.75 1.29347 -0.0629514 48.7303 1.15844 1.29347 0.0629029 48.7303 8.84162 -1.29997 0.00858628 1.23492 4.89184 1.29997 -0.00743819 48.7662 5.10702
38 1.29173 -0.0738328 49.0533 1.13998 1.29174 0.0737851 49.0533 8.86006 -1.29997 0.00858628 0.909929 4.89399 1.29997 -0.00742882 49.0912 5.10516
38.25 1.28887 -0.0901695 49.3755 1.11744 1.28888 0.0901226 49.3755 8.88259 -1.29997 0.00858628 0.584937 4.89614 1.29997 -0.0074172 49.4162 5.10331
